country,code,region,region_noHICgroup,incgroup2,incgroup3,incgroup4,fragile,survey,year,status,cohort,parent,child,obs,P1,P2,P3,P4,P5,C1,C2,C3,C4,C5,MEANp,MEANc,SDp,SDc,MLD_psu,CAT,YOS,DIF,MIX,CAT_ISCED0,CAT_ISCED1,CAT_ISCED2,CAT_ISCED34,CAT_ISCED5678,COR,CORstd,BETA,BETAstd,MU050_randomtiebreak,MU050_lb,MU050_ub,Q4Q4_randomtiebreak,Q4Q4_lb,Q4Q4_ub,BHQ1_randomtiebreak,BHQ1_lb,BHQ1_ub,BHQ2_randomtiebreak,BHQ2_lb,BHQ2_ub,BHQ3_randomtiebreak,BHQ3_lb,BHQ3_ub,BHQ4_randomtiebreak,BHQ4_lb,BHQ4_ub,Q4BH_randomtiebreak,Q4BH_lb,Q4BH_ub,Q4child_randomtiebreak,tm11,tm12,tm13,tm14,tm15,tm21,tm22,tm23,tm24,tm25,tm31,tm32,tm33,tm34,tm35,tm41,tm42,tm43,tm44,tm45,tm51,tm52,tm53,tm54,tm55
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,avg,all,3956,.66612476,.098582916,.17093068,.043031473,.021330182,.51185697,.02580462,.16419129,.18346915,.11467795,2.4801621,5.5824008,3.8097816,5.8577647,.11709236,.41435471,.48007634,3.2032983,.41669065,.32997543,.63310826,.5847466,.54255289,0,.52167583,.0115757,.80210745,.020861031,38.267929,37.521069,39.747608,.58874452,.56477803,.57656682,.34330001,.26514596,.46987721,.32529986,.10193096,.5565412,.21598764,.050572164,.36078095,.11541249,.067410849,.1577709,.16169952,.15213759,.16066469,.25031462,.67002457,.021557031,.1505245,.11155808,.04633582,.32441121,.04248051,.28732952,.2145192,.13125955,.1917915,.038485013,.18497686,.37207848,.21266815,.013688119,.015775098,.071571067,.35641286,.54255289,.0086062783,0,.042164572,.42536065,.5238685
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,avg,daughter,721,.6153211,.099271752,.21277559,.051969059,.020662477,.62848145,.023378422,.099265099,.1323224,.11655261,2.9899917,4.3317313,4.0103793,5.9026852,.25332066,.28307503,.31335872,1.4333878,.28489456,.17423947,.50935423,.44540733,.47483027,0,.57625061,.02492643,.84815562,.044860784,31.137949,31.926859,32.204727,.50535405,.50200146,.57209778,.43981525,.40526733,.4851405,.38444826,.31599107,.45656687,.10575411,.040149301,.16191132,.069982387,.036957085,.098016493,.28440753,.069407463,.31889105,.21694402,.82576054,.0067397985,.073715866,.038697045,.055086762,.43726951,.05337625,.22262456,.13444646,.15228324,.35949817,.065479912,.12961456,.2800025,.16540483,0,0,.081337258,.44383246,.47483027,.022873711,0,0,.60599226,.37113401
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,avg,son,3235,.67869866,.098412432,.16057406,.040819421,.021495437,.48299247,.026405104,.18026051,.19612795,.11421397,2.3539793,5.8919411,3.7484949,5.8061409,.12346732,.44687408,.52133894,3.6417239,.44931018,.36492074,.6640048,.63044435,.56389248,0,.52144164,.012806038,.80767447,.023244644,39.630493,38.780289,41.362717,.61587656,.57250458,.59902859,.32288617,.223673,.49446681,.31275025,.01556804,.62922478,.23934245,.035034575,.43588993,.12502113,.054075226,.17935902,.1217899,.10646791,.13251142,.25857383,.63507926,.024881842,.16775945,.12790723,.044372212,.29623491,.039760265,.30348384,.23451024,.12601075,.13679036,.029631758,.20313349,.40227574,.22816864,.018001292,.020745883,.068493702,.32886663,.56389248,.0052119261,0,.052195907,.38238674,.5602054
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,dad,all,4137,.68658054,.047609806,.057308592,.15090708,.057594001,.51456213,.026046939,.16563793,.18155099,.112202,3.7560487,5.5382752,5.493762,5.8420348,.11709236,.35024402,.37278134,2.1102159,.35433298,.34210727,.73178267,.36632064,.26078659,0,.48376021,.011911923,.51442778,.014473185,38.853134,40.513165,40.514721,.54951358,.54358822,.57475901,.33514935,.26024383,.46518752,.31631297,.10092155,.54099852,.21993847,.049351431,.37410268,.12859921,.059788246,.16772367,.19294269,.15487917,.19740286,.25029588,.65789276,.022829937,.15383834,.11392244,.051516544,.23464684,.033570457,.39919537,.15756801,.17501931,.35394764,.036012307,.24371943,.28110406,.085216582,.18824548,.031403668,.1667269,.35283735,.26078659,.052131969,.03422606,.032684345,.45971721,.42124042
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,dad,daughter,744,.63909161,.052328411,.054086313,.19009995,.064393722,.63035399,.022781378,.10373571,.12955287,.11357607,4.5208774,4.2777681,5.8047752,5.8697367,.25332066,.23012604,.23522033,.12881845,.23516972,.18986429,.81913972,.2333893,.20241588,0,.48634911,.028031947,.49179187,.032435883,31.846794,27.812794,32.321236,.45362276,.49190229,.49963224,.4296692,.34025347,.57112449,.37878826,.17660214,.59556025,.1100072,0,.22445835,.081535332,.027815023,.10722179,.33938774,.30063242,.31589642,.21157491,.81013572,.0063233967,.080123425,.040041413,.063376062,.1808603,0,.47055906,.12135862,.22722201,.53741902,.095466539,.13372511,.18085872,.052530583,.36275849,.057701495,.10161742,.27550673,.20241588,.079379469,.040495619,.021053692,.55061954,.30845171
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,dad,son,3393,.69812435,.046462782,.058091883,.14137988,.05594109,.48641485,.026840748,.18068545,.19419096,.11186799,3.5701301,5.8446856,5.4000921,5.7949357,.12346732,.3791815,.4062928,2.5875518,.38329983,.37598592,.70786667,.39640617,.27986526,0,.4975141,.012922445,.53389132,.015985675,40.192749,37.292618,40.308609,.57916093,.55626762,.61086047,.31494644,.2213866,.48740774,.30296624,.054940142,.53577596,.24341792,.098346695,.33019504,.13866942,.12745707,.14449075,.14767095,.10740799,.15941267,.25970837,.62401408,.02650314,.17024213,.1303632,.048877444,.24937215,.042761147,.37965792,.16748117,.16072762,.31242365,.022556391,.26861379,.30379197,.092614204,.13120532,.022808133,.18800816,.37811312,.27986526,.044507708,.032471742,.035938777,.43428138,.45280039
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,max,all,3956,.66612476,.043961223,.058528241,.16865119,.062734582,.51185697,.02580462,.16419129,.18346915,.11467795,4.0617547,5.5824008,5.6620908,5.8577647,.11709236,.33637598,.35781929,1.8844703,.34168968,.32997543,.69249254,.36087731,.26032686,0,.5082767,.011795022,.52584207,.014168951,38.309429,37.505001,39.747608,.57235622,.55688691,.56763417,.34449819,.26417777,.47094461,.32252589,.10027573,.55785698,.21552663,.051424731,.35996196,.11744928,.06881772,.15703061,.16994214,.15086484,.17645955,.25034246,.67002457,.021557031,.1505245,.11155808,.04633582,.26457778,.042929672,.33595699,.17171869,.1848169,.35670283,.039307714,.24311212,.26917437,.09170296,.1773048,.030861152,.19013163,.34137556,.26032686,.049829479,.032714412,.045577027,.45080206,.42107701
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,max,daughter,721,.6153211,.042243581,.063212268,.20860182,.070621207,.62848145,.023378422,.099265099,.1323224,.11655261,4.8542042,4.3317313,5.9155045,5.9026852,.25332066,.21610859,.22322792,-.15092935,.22268745,.17423947,.77009141,.24368155,.21907011,0,.51569396,.027384436,.51457638,.03188299,31.554413,31.784191,32.204727,.47221044,.48567659,.50455511,.4377057,.4065021,.48136798,.38472372,.32305831,.44824591,.10354046,.046230715,.15922186,.074030146,.036351833,.099021256,.29974383,.26964068,.29497343,.21498854,.82576054,.0067397985,.073715866,.038697045,.055086762,.2299086,0,.35817838,.12306965,.28884336,.55507582,.083824769,.11741786,.19755687,.046124686,.33714139,.053961769,.14363213,.2461946,.21907011,.074276559,.037892357,.019700255,.55886513,.3092657
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,max,son,3235,.67869866,.044386342,.057368945,.15876342,.060782649,.48299247,.026405104,.18026051,.19612795,.11421397,3.8656235,5.8919411,5.5812869,5.8061409,.12346732,.36583033,.39120722,2.3829544,.37114269,.36492074,.67421401,.39283764,.2737433,0,.52107859,.01281269,.54207128,.015615587,39.609371,38.783058,41.362717,.60449976,.56518006,.58699483,.32450363,.22184128,.49778923,.30926389,.012312283,.63235456,.23948747,.033796974,.43760002,.12674505,.052298471,.17933461,.12828186,.11293615,.1449158,.25909254,.63507926,.024881842,.16775945,.12790723,.044372212,.27274415,.053041831,.33072269,.18317805,.16031328,.30260476,.027167514,.27739009,.28870508,.10413256,.12532689,.023348968,.20525301,.37232783,.2737433,.042799447,.031225435,.053018186,.41972733,.45322961
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,mom,all,4371,.91111279,.0095800525,.024668276,.04691162,.0077272388,.52453423,.026111748,.16439773,.17894135,.10601494,1.0611202,5.4427314,3.286447,5.8058333,.11709236,.44615513,.49037448,4.4303899,.44777292,.43008479,.91379309,.76424068,.49550951,0,.36475348,.013115073,.64437312,.024885431,44.856018,27.766407,46.480728,.40108874,.39237273,.60534948,.27663821,.17643864,.60927886,.26640582,0,.75139558,.25447059,0,.53671092,.2024854,0,.23668107,.3527056,.061792556,.47006607,.25029087,.56991524,.026523143,.16791816,.1614286,.074214883,.052223887,.033983007,.08908046,.5396052,.28510743,.14619116,.033042211,.056525957,.46608442,.29815623,.023141297,.017170995,.17783335,.28634486,.49550951,.010997522,0,.10548327,.22800496,.65551424
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,mom,daughter,743,.88723409,.010490757,.029825391,.067567483,.0048822868,.62592477,.022771038,.1088951,.1288846,.11352452,1.354021,4.3329616,3.5643578,5.8839722,.25332066,.3408632,.34249276,3.0088809,.34061894,.30315918,.87082821,.78913045,.5558008,0,.49783164,.027637267,.82181072,.052594021,37.251896,13.21776,38.452881,.41609809,.42341402,.62152821,.38384795,.24894704,.79611009,.33206072,.015534095,.75105298,.14548749,0,.33262375,.13860382,0,.15769868,.39565811,.070370756,.49614218,.21529861,.69684082,.025665198,.1056424,.096244492,.075607099,.12917182,0,.069839306,.088998765,.71199012,.19608696,0,.014782608,.78913045,0,0,0,.20708185,.23711737,.5558008,.094289511,0,0,.61487383,.29083666
Afghanistan,AFG,South Asia,South Asia,Developing economies,Low income,Low income,Yes,NRVA,2011,Co-residents only,1980,mom,son,3628,.91651881,.0093738763,.023500744,.042235285,.008371315,.50158018,.02686806,.17696311,.19027384,.10431483,.99480957,5.693975,3.2170758,5.7592707,.12346732,.47007632,.52385378,4.7533412,.47203177,.45790163,.92467898,.75708932,.47367322,0,.33812642,.014706503,.60532039,.027978756,46.348106,30.971594,48.203915,.39722523,.38361341,.59260517,.25374693,.16424489,.56148297,.25254172,0,.73307353,.27764308,0,.57948101,.21606827,0,.25257465,.34114894,.060136098,.45903647,.25821286,.54209834,.02671117,.18156645,.17571427,.073909767,.032727841,.042593174,.093955524,.6537739,.17694958,.13185509,.042535916,.068519674,.3732667,.38382262,.031522609,.023389984,.16724013,.30417407,.47367322,0,0,.11941084,.17692442,.70366472
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,avg,all,476,.45116287,.21334429,.17810149,.10135192,.056039423,.33021063,.096481197,.051976804,.19066133,.33067003,5.409904,9.1551704,4.3398561,6.133954,.66970968,.54882681,.67146045,4.0710273,.55695176,.39151812,.69620258,.727952,.62408537,0,.59007889,.029972997,.83401769,.052412577,30.824917,34.808189,34.883392,.51857358,.51191133,.51833385,.46529415,.4239167,.49650845,.25665724,.2274299,.33858421,.16195375,.11796123,.19024169,.11609487,.085819952,.11953784,.12289638,.12602226,.13906008,.25207084,.60848188,.090338804,.043395873,.093854383,.16392906,.16337588,.14042154,.084454812,.28278607,.32896167,.090883218,.120062,.061102789,.25408703,.47386497,.045825008,.0099694263,.034510907,.28560928,.62408537,0,.060170189,0,.24601609,.69381374
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,avg,daughter,231,.44297212,.24635817,.15415493,.092356861,.064157918,.39077765,.090076104,.052898612,.16123508,.30501255,5.2784462,8.4065542,4.4607162,6.3934031,.7646963,.50385743,.61264861,3.5211167,.50300992,.26860392,.75322104,.60995311,.7899521,0,.60808325,.041761998,.87154639,.075190142,26.840038,31.969715,31.97053,.50913435,.4968808,.50248873,.57240534,.57652503,.62738812,.20059933,.1796855,.25394216,.12641855,.083829574,.11386339,.1005768,.079062976,.085703246,.16265215,.16997457,.18911667,.22615491,.73139608,.083254449,.0019039186,.054591876,.12885368,.14307189,.10370709,.11257485,.331103,.30954316,.1472358,.12825166,.11455946,.17377467,.43617842,.09577556,.01575499,.072128773,.026388556,.7899521,0,.10009539,0,.40925711,.49064749
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,avg,son,245,.46021807,.17684618,.20457534,.1112963,.047064114,.26325148,.10356227,.05095771,.22319318,.35903537,5.5552354,9.9827938,4.2074227,5.735074,.80122399,.59765041,.73596001,4.6680689,.61658663,.52231234,.60838926,.82625252,.47191802,0,.56951952,.043424346,.77630347,.071875334,34.307392,37.802383,37.810699,.52835739,.5450542,.65598738,.34246066,.27291384,.36204422,.32103181,.25261235,.50430042,.20257916,.076939948,.31529653,.13392837,.070046887,.1458458,.081728049,0,.12113597,.28072187,.47768766,.097877339,.087547876,.13563401,.20125312,.19464578,.19696498,.041147515,.20837384,.35886788,.043937966,.1132395,.016570004,.32099229,.50526023,0,.0046617067,0,.52342027,.47191802,0,0,0,0,1
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,dad,all,514,.48415551,.095066704,.14696519,.15699387,.11681875,.32412547,.093676195,.061562046,.18312152,.33751476,6.8270173,9.1924791,5.2118077,6.1242375,.66970968,.53080142,.6040194,3.2601509,.52604055,.43873984,.6966188,.61475664,.63570923,0,.52359319,.032094724,.61525857,.044243772,32.942921,36.819912,36.912834,.4664562,.45630798,.47896132,.43914703,.39622766,.48422351,.26252276,.18566215,.34161812,.15759836,.10568009,.21236475,.14073187,.11774959,.15647413,.17360453,.1508587,.19917604,.25153533,.56126016,.096313395,.047936492,.10126107,.19322889,.20096177,.10241943,.086206183,.31176627,.29864636,.11503217,.13906433,.13114685,.21655715,.3981995,.069642298,.048109125,.048367333,.19817199,.63570923,.046605352,.079768099,.028168416,.35541105,.49004707
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,dad,daughter,248,.48819357,.11388655,.13810791,.15000796,.109804,.39021271,.089455821,.056306046,.15437524,.30965018,6.5441074,8.4311419,5.2941828,6.4456644,.7646963,.47197133,.53934032,2.711781,.4694171,.32959813,.67871672,.59071654,.66903096,0,.56101894,.043765068,.6830402,.064258143,29.495535,32.417019,33.346714,.46521044,.45599529,.48562628,.53988177,.5567072,.58591503,.22856742,.21040246,.26625729,.085511893,.073389366,.10907862,.14603889,.094603896,.10364611,.21808396,.18299688,.24217421,.23435204,.67040187,.10299499,.014874052,.050547712,.16118138,.20927924,.11200406,0,.37877318,.29994351,.067876957,.09439417,.24701233,.24915145,.3415651,.1355546,.043641247,.05768998,.094083227,.66903096,.085462511,.0622514,.057159267,.34641713,.44870967
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,dad,son,266,.47970507,.074325092,.15672691,.16469312,.1245498,.25128984,.098327532,.067354754,.21480317,.36822468,7.1388159,10.031558,5.1122818,5.6446042,.80122399,.59673089,.67611349,3.8746967,.58844596,.5611549,.72685081,.63810402,.60225958,0,.47130781,.047886267,.5203833,.059933543,36.082127,38.25518,38.380112,.46776024,.46994951,.47743279,.32393703,.23140101,.37061006,.3013429,.19516379,.43938205,.24002288,.17081505,.33613783,.1346972,.098088332,.15840191,.1281307,.096791908,.12123053,.27047327,.4388451,.088819198,.085019842,.15814199,.22917388,.18691573,.086233459,.23178619,.19860883,.2964558,.16082855,.18244725,.018620191,.1849021,.45320192,.0034767902,.052594166,.039008867,.30266061,.60225958,.0088505242,.096787862,0,.36414984,.53021175
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,max,all,476,.45116287,.10522864,.14958723,.16477096,.1292503,.33021063,.096481197,.051976804,.19066133,.33067003,7.0911775,9.1551704,5.3321667,6.133954,.66970968,.50106752,.58752054,3.0038908,.50164425,.39151812,.65069342,.60024619,.61543131,0,.55669487,.031723622,.64040405,.043893557,31.910423,35.935127,36.166756,.52755481,.49698216,.51618975,.457017,.43610126,.46250701,.25743777,.24568698,.29814056,.15077215,.14063062,.17326716,.13477308,.11853887,.12512757,.14231175,.14591824,.18114085,.25216129,.60848188,.090338804,.043395873,.093854383,.16392906,.192984,.15632258,.032842953,.28628108,.33156937,.12013033,.14266427,.1369592,.23206207,.36818412,.070532374,.048723992,.030084701,.23522766,.61543131,.044774439,.07663437,.027061807,.34599954,.50552988
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,max,daughter,231,.44297212,.13325205,.14376529,.15063395,.12937659,.39077765,.090076104,.052898612,.16123508,.30501255,6.8525023,8.4065542,5.4826074,6.3934031,.7646963,.44161615,.51101041,2.4321043,.44848794,.26860392,.62136734,.58268726,.65674859,0,.59174025,.043047201,.69004285,.062120017,29.177649,33.596039,33.838295,.51046419,.46669152,.48527837,.56090069,.50845605,.62395722,.20411411,.13617192,.38387719,.086616114,.018566005,.23354802,.14836906,.0063228663,.097781464,.19496882,.19620928,.23274072,.23068006,.73139608,.083254449,.0019039186,.054591876,.12885368,.1898443,.18878837,0,.33806536,.28330201,.069208555,.096245982,.25185817,.25403926,.32864803,.1432777,.04612767,.060976818,.0928692,.65674859,.076985858,.056076959,.051489893,.32071656,.49473071
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,max,son,245,.46021807,.074247681,.15602361,.18039997,.12911068,.26325148,.10356227,.05095771,.22319318,.35903537,7.355042,9.9827938,5.1601825,5.735074,.80122399,.56677318,.6720677,3.6358297,.56041062,.52231234,.70887947,.61813313,.57729024,0,.50925273,.047554038,.56598818,.061359353,34.271042,38.754822,39.314194,.54500586,.54081964,.54932094,.34221557,.28126505,.34461462,.31635389,.25668433,.40054372,.22169042,.1523948,.29432887,.11974011,.10437217,.16579644,.088544242,.10286099,.11170315,.27590966,.47768766,.097877339,.087547876,.13563401,.20125312,.1992135,.091907039,.098006852,.18353564,.42733699,.17200328,.18994963,.019913966,.20967436,.40845877,.0033793864,.051120717,.0015674358,.36664221,.57729024,.0090901321,.09940818,0,.37400839,.51749331
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,mom,all,726,.71517932,.10410636,.0801991,.066942848,.033572387,.31833902,.10628277,.06545572,.17919308,.3307294,3.9107363,9.1639757,4.2017536,5.9994226,.66970968,.62208933,.74983019,5.5042052,.6271112,.58019996,.70315403,.84034151,.68207246,0,.53407627,.026574971,.76257426,.044863224,31.351151,34.388306,34.808933,.48506373,.48465082,.52605247,.44444975,.38292527,.50787872,.27645418,.1783715,.3850407,.18144841,.11092211,.25022686,.097647659,.063522957,.12111189,.17851235,.10088208,.19740948,.25129804,.41980004,.11563914,.066906527,.16607197,.23158231,.13449024,.16235571,.10969295,.13241561,.4610455,.046534225,.035993468,.077130817,.27247959,.56786191,.0055783582,.05663247,0,.25571668,.68207246,0,0,0,.22832806,.77167195
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,mom,daughter,353,.71148062,.12182177,.046058938,.087823063,.032815602,.38580862,.085557275,.060176548,.15504946,.31340811,3.9025269,8.3892975,4.335134,6.3693528,.7646963,.54063463,.64553356,4.7703528,.54069728,.49577102,.62167311,.74880421,.68250257,0,.55764318,.036820345,.81931168,.065096788,27.132814,29.997747,30.307074,.46235678,.42766908,.50759333,.57979727,.56332475,.61143839,.18786022,.1346686,.24939333,.13659519,.092035159,.17789213,.095747292,.076000869,.095246747,.21838059,.036100153,.27858686,.23615715,.50422895,.073640428,.059550785,.14955772,.2130221,.16448824,.21383862,.10883707,.10233113,.41050494,.15243988,0,.098755933,.0085525317,.74025166,0,.080996245,0,.2365012,.68250257,0,0,0,.45745611,.54254389
Angola,AGO,Sub-Saharan Africa,Sub-Saharan Africa,Developing economies,Middle income,Lower middle income,No,IBEP-MICS,2008,Co-residents only,1980,mom,son,373,.71903878,.085620858,.11582334,.04515497,.03436207,.24793652,.1279092,.070964381,.20438623,.34880367,3.9193025,9.9723301,4.0640597,5.480701,.80122399,.70722103,.85686952,6.2711849,.71728152,.667373,.82412505,.8783251,.68119967,0,.51491493,.038175687,.69440287,.060019471,35.11937,34.522758,35.03643,.50932556,.50946301,.51430529,.29550037,.27664098,.3166635,.37386832,.35553834,.39564139,.23093416,.22209679,.23826534,.099697158,.089532807,.10562085,.13640095,.074956127,.15275434,.26709709,.33262703,.1590029,.074501351,.18312296,.25074577,.089953572,.085921355,.11096362,.17708065,.53608084,.0025884609,.050929032,.068157434,.38199666,.49632841,.01689948,.0071868803,0,.29471397,.68119967,0,0,0,0,1
Albania,ALB,Europe & Central Asia,Europe & Central Asia,Developing economies,Middle income,Upper middle income,No,LITS,2016,Retrospective question,1940,avg,all,210,.18659513,.51288986,.1986751,.084960528,.016879391,.023203442,.38203645,.30956513,.19265647,.092538506,4.506053,7.8830962,3.5561621,4.1896052,.48960978,.59172344,.70223534,3.4521062,.59430873,.89328444,.58574563,.42781633,.34879205,0,.54514819,.048813988,.64225298,.068482548,40.250427,37.57254,39.266251,.54840362,.53093129,.53607428,.36243448,.32959822,.41642007,.30192849,.21172486,.42661974,.2250237,.11636023,.31152308,.11061332,.060331985,.12742183,.18647122,.19732203,.21528687,.25252005,.10671558,.67048091,.13967608,.083127446,0,.0064162598,.40783811,.36760569,.15853165,.05960831,0,.16771841,.40446526,.32836124,.099455088,0,.16984929,.12120534,.36015332,.34879205,0,0,.25511494,0,.74488509
Albania,ALB,Europe & Central Asia,Europe & Central Asia,Developing economies,Middle income,Upper middle income,No,LITS,2016,Retrospective question,1940,avg,daughter,114,.20238191,.50458342,.17938818,.09133321,.022313258,.042640898,.38070256,.33126658,.17219554,.073194437,4.4986024,7.5065465,3.758558,4.1540074,.55696887,.57212859,.66338217,3.1170628,.5737623,.81918669,.57331985,.42686138,.30342039,0,.54421675,.066711374,.60147548,.087613352,40.201542,38.074635,38.200562,.53450942,.516698,.52233207,.36407843,.3572078,.42949516,.30394882,.22834465,.39616859,.24186073,.15685371,.25586942,.090112031,.086290754,.0897699,.21151946,.22070107,.22738785,.22109883,.1808133,.5832817,.13807566,.097829372,0,.011985248,.41469491,.41473141,.12328622,.035302211,0,.1984289,.37470973,.35289121,.073970146,0,.19503213,.20719734,.29435015,.30342039,0,0,.35465297,0,.64534706
Albania,ALB,Europe & Central Asia,Europe & Central Asia,Developing economies,Middle income,Upper middle income,No,LITS,2016,Retrospective question,1940,avg,son,96,.16774969,.52280563,.22169884,.077353135,.010392717,0,.38362879,.28365907,.21708168,.11563048,4.5149469,8.3326025,3.3180318,4.2092667,.73243415,.61483306,.74861628,3.8472462,.61883599,1,.60006189,.42873874,.41274324,0,.55506146,.071661711,.70415294,.1088393,40.287609,36.921047,40.381802,.56547755,.55630457,.60715634,.35991928,.34099892,.38379532,.30063564,.24631259,.37400764,.20359334,.13888431,.28228134,.13585173,.087610751,.14610913,.15543897,.099178731,.2372684,.29002914,0,.79606527,.14198101,.061953723,0,0,.39993808,.31331018,.19913936,.087612368,0,.13805437,.43320689,.30466712,.12407163,0,.13435417,0,.45290259,.41274324,0,0,0,0,1
Albania,ALB,Europe & Central Asia,Europe & Central Asia,Developing economies,Middle income,Upper middle income,No,LITS,2016,Retrospective question,1940,dad,all,211,.18905567,.51535791,.19905999,.075431727,.021094738,.023103952,.38039839,.30823782,.19611813,.092141733,5.0621214,7.9007483,3.7539427,4.1892529,.48960978,.60625011,.60058218,2.983897,.60598075,.89512491,.60347408,.44212356,.33432582,0,.50902933,.051299047,.5680567,.066443481,41.168827,33.174358,39.879173,.49652144,.51026607,.60897303,.35186467,.32654381,.43194097,.29980615,.19266975,.44565091,.22710636,.10010044,.29687953,.12122285,.078509763,.12770484,.25371012,.14142518,.26502553,.25297689,.10487508,.67616403,.13726711,.081693769,0,.0063581532,.3901678,.37607974,.17476609,.052628234,0,.18648191,.37139454,.30507299,.13705057,0,.13364257,.13593107,.39610055,.33432582,0,.20326021,.20326021,0,.59347957
Albania,ALB,Europe & Central Asia,Europe & Central Asia,Developing economies,Middle income,Upper middle income,No,LITS,2016,Retrospective question,1940,dad,daughter,115,.20676349,.48743206,.20090158,.074913457,.029989401,.04230611,.37771353,.3286657,.1786949,.072619759,5.0750532,7.5418258,3.9601572,4.1566381,.55696887,.58637774,.576644,2.6806362,.5830794,.82440788,.58883363,.45631966,.2622152,0,.49681494,.070951588,.52146411,.085691646,39.652081,30.485935,38.354233,.45952836,.47512653,.59321433,.38332227,.37216347,.44853064,.29809448,.22269739,.40984693,.22453193,.12914571,.245658,.094051331,.083113968,.088843882,.28090644,.19802284,.28553933,.2205198,.17559209,.59531492,.13408856,.095004432,0,.012309563,.39885679,.42595389,.12662229,.036257472,0,.21172304,.33195728,.35170865,.10461102,0,.1311076,.25062811,.35604909,.2622152,0,.26180357,.26180357,0,.47639289
Albania,ALB,Europe & Central Asia,Europe & Central Asia,Developing economies,Middle income,Upper middle income,No,LITS,2016,Retrospective question,1940,dad,son,96,.16774969,.54895812,.19684419,.076055311,.010392717,0,.38362879,.28365907,.21708168,.11563048,5.0465622,8.3326025,3.5104063,4.2092667,.73243415,.62968695,.62968695,3.3415534,.6335355,1,.61911505,.42469078,.41978636,0,.53420454,.073946349,.64055538,.10455009,42.883053,35.32589,41.314827,.54571337,.5507201,.62239438,.31496781,.286181,.43118125,.30063751,.13089363,.48308375,.23061971,.067305408,.3672092,.15377498,.070715904,.18054059,.21580081,.1094266,.24709955,.29202914,0,.79606527,.14198101,.061953723,0,0,.38088495,.32279697,.22620024,.070117839,0,.1554859,.41982332,.24780458,.1768862,0,.13664684,0,.4435668,.41978636,0,0,0,0,1
